t	w	a
3.498200	-0.359044	0.254762
3.498300	-0.359168	0.254726
3.498400	-0.359291	0.254690
3.498500	-0.359415	0.254654
3.498600	-0.359538	0.254618
3.498700	-0.359662	0.254582
3.498800	-0.359785	0.254546
3.498900	-0.359909	0.254510
3.499000	-0.360032	0.254474
3.499100	-0.360156	0.254438
3.499200	-0.360279	0.254402
3.499300	-0.360403	0.254366
3.499400	-0.360526	0.254330
3.499500	-0.360650	0.254294
3.499600	-0.360773	0.254258
3.499700	-0.360896	0.254222
3.499800	-0.361020	0.254186
3.499900	-0.361143	0.254150
3.500000	-0.361266	0.254114
3.500100	-0.361390	0.254078
3.500200	-0.361513	0.254041
3.500300	-0.361636	0.254005
3.500400	-0.361759	0.253969
3.500500	-0.361883	0.253933
3.500600	-0.362006	0.253897
3.500700	-0.362129	0.253860
3.500800	-0.362252	0.253824
3.500900	-0.362375	0.253788
3.501000	-0.362499	0.253752
3.501100	-0.362622	0.253716
3.501200	-0.362745	0.253679
3.501300	-0.362868	0.253643
3.501400	-0.362991	0.253607
3.501500	-0.363114	0.253570
3.501600	-0.363237	0.253534
3.501700	-0.363360	0.253498
3.501800	-0.363483	0.253461
3.501900	-0.363606	0.253425
3.502000	-0.363729	0.253389
3.502100	-0.363852	0.253352
3.502200	-0.363975	0.253316
3.502300	-0.364098	0.253279
3.502400	-0.364221	0.253243
3.502500	-0.364344	0.253207
3.502600	-0.364466	0.253170
3.502700	-0.364589	0.253134
3.502800	-0.364712	0.253097
3.502900	-0.364835	0.253061
3.503000	-0.364958	0.253024
3.503100	-0.365081	0.252988
3.503200	-0.365203	0.252951
3.503300	-0.365326	0.252915
3.503400	-0.365449	0.252878
3.503500	-0.365571	0.252842
3.503600	-0.365694	0.252805
3.503700	-0.365817	0.252769
3.503800	-0.365940	0.252732
3.503900	-0.366062	0.252695
3.504000	-0.366185	0.252659
3.504100	-0.366307	0.252622
3.504200	-0.366430	0.252585
3.504300	-0.366553	0.252549
3.504400	-0.366675	0.252512
3.504500	-0.366798	0.252475
3.504600	-0.366920	0.252439
3.504700	-0.367043	0.252402
3.504800	-0.367165	0.252365
3.504900	-0.367288	0.252329
3.505000	-0.367410	0.252292
3.505100	-0.367532	0.252255
3.505200	-0.367655	0.252218
3.505300	-0.367777	0.252182
3.505400	-0.367900	0.252145
3.505500	-0.368022	0.252108
3.505600	-0.368144	0.252071
3.505700	-0.368267	0.252034
3.505800	-0.368389	0.251998
3.505900	-0.368511	0.251961
3.506000	-0.368634	0.251924
3.506100	-0.368756	0.251887
3.506200	-0.368878	0.251850
3.506300	-0.369000	0.251813
3.506400	-0.369122	0.251776
3.506500	-0.369245	0.251739
3.506600	-0.369367	0.251703
3.506700	-0.369489	0.251666
3.506800	-0.369611	0.251629
3.506900	-0.369733	0.251592
3.507000	-0.369855	0.251555
3.507100	-0.369977	0.251518
3.507200	-0.370100	0.251481
3.507300	-0.370222	0.251444
3.507400	-0.370344	0.251407
3.507500	-0.370466	0.251370
3.507600	-0.370588	0.251333
3.507700	-0.370710	0.251295
3.507800	-0.370832	0.251258
3.507900	-0.370953	0.251221
3.508000	-0.371075	0.251184
3.508100	-0.371197	0.251147
3.508200	-0.371319	0.251110
3.508300	-0.371441	0.251073
3.508400	-0.371563	0.251036
3.508500	-0.371685	0.250999
3.508600	-0.371807	0.250961
3.508700	-0.371928	0.250924
3.508800	-0.372050	0.250887
3.508900	-0.372172	0.250850
3.509000	-0.372294	0.250813
3.509100	-0.372415	0.250775
3.509200	-0.372537	0.250738
3.509300	-0.372659	0.250701
3.509400	-0.372780	0.250664
3.509500	-0.372902	0.250626
3.509600	-0.373024	0.250589
3.509700	-0.373145	0.250552
3.509800	-0.373267	0.250514
3.509900	-0.373389	0.250477
3.510000	-0.373510	0.250440
3.510100	-0.373632	0.250402
3.510200	-0.373753	0.250365
3.510300	-0.373875	0.250328
3.510400	-0.373996	0.250290
3.510500	-0.374118	0.250253
3.510600	-0.374239	0.250215
3.510700	-0.374361	0.250178
3.510800	-0.374482	0.250140
3.510900	-0.374603	0.250103
3.511000	-0.374725	0.250066
3.511100	-0.374846	0.250028
3.511200	-0.374968	0.249991
3.511300	-0.375089	0.249953
3.511400	-0.375210	0.249916
3.511500	-0.375332	0.249878
3.511600	-0.375453	0.249840
3.511700	-0.375574	0.249803
3.511800	-0.375695	0.249765
3.511900	-0.375817	0.249728
3.512000	-0.375938	0.249690
3.512100	-0.376059	0.249653
3.512200	-0.376180	0.249615
3.512300	-0.376301	0.249577
3.512400	-0.376422	0.249540
3.512500	-0.376544	0.249502
3.512600	-0.376665	0.249464
3.512700	-0.376786	0.249427
3.512800	-0.376907	0.249389
3.512900	-0.377028	0.249351
3.513000	-0.377149	0.249314
3.513100	-0.377270	0.249276
3.513200	-0.377391	0.249238
3.513300	-0.377512	0.249200
3.513400	-0.377633	0.249163
3.513500	-0.377754	0.249125
3.513600	-0.377875	0.249087
3.513700	-0.377996	0.249049
3.513800	-0.378117	0.249012
3.513900	-0.378237	0.248974
3.514000	-0.378358	0.248936
3.514100	-0.378479	0.248898
3.514200	-0.378600	0.248860
3.514300	-0.378721	0.248822
3.514400	-0.378842	0.248784
3.514500	-0.378962	0.248747
3.514600	-0.379083	0.248709
3.514700	-0.379204	0.248671
3.514800	-0.379324	0.248633
3.514900	-0.379445	0.248595
3.515000	-0.379566	0.248557
3.515100	-0.379687	0.248519
3.515200	-0.379807	0.248481
3.515300	-0.379928	0.248443
3.515400	-0.380048	0.248405
3.515500	-0.380169	0.248367
3.515600	-0.380290	0.248329
3.515700	-0.380410	0.248291
3.515800	-0.380531	0.248253
3.515900	-0.380651	0.248215
3.516000	-0.380772	0.248177
3.516100	-0.380892	0.248139
3.516200	-0.381013	0.248101
3.516300	-0.381133	0.248062
3.516400	-0.381253	0.248024
3.516500	-0.381374	0.247986
3.516600	-0.381494	0.247948
3.516700	-0.381615	0.247910
3.516800	-0.381735	0.247872
3.516900	-0.381855	0.247834
3.517000	-0.381976	0.247795
3.517100	-0.382096	0.247757
3.517200	-0.382216	0.247719
3.517300	-0.382336	0.247681
3.517400	-0.382457	0.247642
3.517500	-0.382577	0.247604
3.517600	-0.382697	0.247566
3.517700	-0.382817	0.247528
3.517800	-0.382937	0.247489
3.517900	-0.383058	0.247451
3.518000	-0.383178	0.247413
3.518100	-0.383298	0.247374
3.518200	-0.383418	0.247336
3.518300	-0.383538	0.247298
3.518400	-0.383658	0.247259
3.518500	-0.383778	0.247221
3.518600	-0.383898	0.247183
3.518700	-0.384018	0.247144
3.518800	-0.384138	0.247106
3.518900	-0.384258	0.247067
3.519000	-0.384378	0.247029
3.519100	-0.384498	0.246991
3.519200	-0.384618	0.246952
3.519300	-0.384738	0.246914
3.519400	-0.384858	0.246875
3.519500	-0.384977	0.246837
3.519600	-0.385097	0.246798
3.519700	-0.385217	0.246760
3.519800	-0.385337	0.246721
3.519900	-0.385457	0.246683
3.520000	-0.385576	0.246644
3.520100	-0.385696	0.246605
3.520200	-0.385816	0.246567
3.520300	-0.385936	0.246528
3.520400	-0.386055	0.246490
3.520500	-0.386175	0.246451
3.520600	-0.386295	0.246412
3.520700	-0.386414	0.246374
3.520800	-0.386534	0.246335
3.520900	-0.386654	0.246297
3.521000	-0.386773	0.246258
3.521100	-0.386893	0.246219
3.521200	-0.387012	0.246180
3.521300	-0.387132	0.246142
3.521400	-0.387251	0.246103
3.521500	-0.387371	0.246064
3.521600	-0.387490	0.246026
3.521700	-0.387610	0.245987
3.521800	-0.387729	0.245948
3.521900	-0.387849	0.245909
3.522000	-0.387968	0.245870
3.522100	-0.388087	0.245832
3.522200	-0.388207	0.245793
3.522300	-0.388326	0.245754
3.522400	-0.388445	0.245715
3.522500	-0.388565	0.245676
3.522600	-0.388684	0.245638
3.522700	-0.388803	0.245599
3.522800	-0.388922	0.245560
3.522900	-0.389042	0.245521
3.523000	-0.389161	0.245482
3.523100	-0.389280	0.245443
3.523200	-0.389399	0.245404
3.523300	-0.389518	0.245365
3.523400	-0.389638	0.245326
3.523500	-0.389757	0.245287
3.523600	-0.389876	0.245248
3.523700	-0.389995	0.245209
3.523800	-0.390114	0.245170
3.523900	-0.390233	0.245131
3.524000	-0.390352	0.245092
3.524100	-0.390471	0.245053
3.524200	-0.390590	0.245014
3.524300	-0.390709	0.244975
3.524400	-0.390828	0.244936
3.524500	-0.390947	0.244897
3.524600	-0.391066	0.244858
3.524700	-0.391185	0.244819
3.524800	-0.391304	0.244780
3.524900	-0.391422	0.244740
3.525000	-0.391541	0.244701
3.525100	-0.391660	0.244662
3.525200	-0.391779	0.244623
3.525300	-0.391898	0.244584
3.525400	-0.392016	0.244545
3.525500	-0.392135	0.244505
3.525600	-0.392254	0.244466
3.525700	-0.392373	0.244427
3.525800	-0.392491	0.244388
3.525900	-0.392610	0.244348
3.526000	-0.392729	0.244309
3.526100	-0.392847	0.244270
3.526200	-0.392966	0.244231
3.526300	-0.393084	0.244191
3.526400	-0.393203	0.244152
3.526500	-0.393322	0.244113
3.526600	-0.393440	0.244073
3.526700	-0.393559	0.244034
3.526800	-0.393677	0.243995
3.526900	-0.393796	0.243955
3.527000	-0.393914	0.243916
3.527100	-0.394033	0.243876
3.527200	-0.394151	0.243837
3.527300	-0.394269	0.243798
3.527400	-0.394388	0.243758
3.527500	-0.394506	0.243719
3.527600	-0.394625	0.243679
3.527700	-0.394743	0.243640
3.527800	-0.394861	0.243600
3.527900	-0.394979	0.243561
3.528000	-0.395098	0.243521
3.528100	-0.395216	0.243482
3.528200	-0.395334	0.243442
3.528300	-0.395452	0.243403
3.528400	-0.395571	0.243363
3.528500	-0.395689	0.243324
3.528600	-0.395807	0.243284
3.528700	-0.395925	0.243244
3.528800	-0.396043	0.243205
3.528900	-0.396161	0.243165
3.529000	-0.396280	0.243126
3.529100	-0.396398	0.243086
3.529200	-0.396516	0.243046
3.529300	-0.396634	0.243007
3.529400	-0.396752	0.242967
3.529500	-0.396870	0.242927
3.529600	-0.396988	0.242888
3.529700	-0.397106	0.242848
3.529800	-0.397224	0.242808
3.529900	-0.397341	0.242768
3.530000	-0.397459	0.242729
3.530100	-0.397577	0.242689
3.530200	-0.397695	0.242649
3.530300	-0.397813	0.242609
3.530400	-0.397931	0.242570
3.530500	-0.398049	0.242530
3.530600	-0.398166	0.242490
3.530700	-0.398284	0.242450
3.530800	-0.398402	0.242410
3.530900	-0.398520	0.242371
3.531000	-0.398637	0.242331
3.531100	-0.398755	0.242291
3.531200	-0.398873	0.242251
3.531300	-0.398990	0.242211
3.531400	-0.399108	0.242171
3.531500	-0.399226	0.242131
3.531600	-0.399343	0.242091
3.531700	-0.399461	0.242051
3.531800	-0.399578	0.242011
3.531900	-0.399696	0.241971
3.532000	-0.399813	0.241931
3.532100	-0.399931	0.241891
3.532200	-0.400048	0.241851
3.532300	-0.400166	0.241811
3.532400	-0.400283	0.241771
3.532500	-0.400401	0.241731
3.532600	-0.400518	0.241691
3.532700	-0.400636	0.241651
3.532800	-0.400753	0.241611
3.532900	-0.400870	0.241571
3.533000	-0.400988	0.241531
3.533100	-0.401105	0.241491
3.533200	-0.401222	0.241451
3.533300	-0.401340	0.241411
3.533400	-0.401457	0.241371
3.533500	-0.401574	0.241330
3.533600	-0.401691	0.241290
3.533700	-0.401808	0.241250
3.533800	-0.401926	0.241210
3.533900	-0.402043	0.241170
3.534000	-0.402160	0.241129
3.534100	-0.402277	0.241089
3.534200	-0.402394	0.241049
3.534300	-0.402511	0.241009
3.534400	-0.402628	0.240969
3.534500	-0.402745	0.240928
3.534600	-0.402862	0.240888
3.534700	-0.402979	0.240848
3.534800	-0.403096	0.240807
3.534900	-0.403213	0.240767
3.535000	-0.403330	0.240727
3.535100	-0.403447	0.240686
3.535200	-0.403564	0.240646
3.535300	-0.403681	0.240606
3.535400	-0.403798	0.240565
3.535500	-0.403915	0.240525
3.535600	-0.404032	0.240485
3.535700	-0.404148	0.240444
3.535800	-0.404265	0.240404
3.535900	-0.404382	0.240363
3.536000	-0.404499	0.240323
3.536100	-0.404615	0.240282
3.536200	-0.404732	0.240242
3.536300	-0.404849	0.240201
3.536400	-0.404966	0.240161
3.536500	-0.405082	0.240120
3.536600	-0.405199	0.240080
3.536700	-0.405315	0.240039
3.536800	-0.405432	0.239999
3.536900	-0.405549	0.239958
3.537000	-0.405665	0.239918
3.537100	-0.405782	0.239877
3.537200	-0.405898	0.239837
3.537300	-0.406015	0.239796
3.537400	-0.406131	0.239755
3.537500	-0.406248	0.239715
3.537600	-0.406364	0.239674
3.537700	-0.406481	0.239633
3.537800	-0.406597	0.239593
3.537900	-0.406713	0.239552
3.538000	-0.406830	0.239511
3.538100	-0.406946	0.239471
3.538200	-0.407062	0.239430
3.538300	-0.407179	0.239389
3.538400	-0.407295	0.239349
3.538500	-0.407411	0.239308
3.538600	-0.407528	0.239267
3.538700	-0.407644	0.239226
3.538800	-0.407760	0.239186
3.538900	-0.407876	0.239145
3.539000	-0.407992	0.239104
3.539100	-0.408109	0.239063
3.539200	-0.408225	0.239022
3.539300	-0.408341	0.238982
3.539400	-0.408457	0.238941
3.539500	-0.408573	0.238900
3.539600	-0.408689	0.238859
3.539700	-0.408805	0.238818
3.539800	-0.408921	0.238777
3.539900	-0.409037	0.238736
3.540000	-0.409153	0.238695
3.540100	-0.409269	0.238655
3.540200	-0.409385	0.238614
3.540300	-0.409501	0.238573
3.540400	-0.409617	0.238532
3.540500	-0.409733	0.238491
3.540600	-0.409849	0.238450
3.540700	-0.409964	0.238409
3.540800	-0.410080	0.238368
3.540900	-0.410196	0.238327
3.541000	-0.410312	0.238286
3.541100	-0.410428	0.238245
3.541200	-0.410543	0.238204
3.541300	-0.410659	0.238163
3.541400	-0.410775	0.238122
3.541500	-0.410890	0.238080
3.541600	-0.411006	0.238039
3.541700	-0.411122	0.237998
3.541800	-0.411237	0.237957
3.541900	-0.411353	0.237916
3.542000	-0.411469	0.237875
3.542100	-0.411584	0.237834
3.542200	-0.411700	0.237793
3.542300	-0.411815	0.237751
3.542400	-0.411931	0.237710
3.542500	-0.412046	0.237669
3.542600	-0.412162	0.237628
3.542700	-0.412277	0.237587
3.542800	-0.412393	0.237545
3.542900	-0.412508	0.237504
3.543000	-0.412623	0.237463
3.543100	-0.412739	0.237422
3.543200	-0.412854	0.237380
3.543300	-0.412969	0.237339
3.543400	-0.413085	0.237298
3.543500	-0.413200	0.237256
3.543600	-0.413315	0.237215
3.543700	-0.413431	0.237174
3.543800	-0.413546	0.237132
3.543900	-0.413661	0.237091
3.544000	-0.413776	0.237050
3.544100	-0.413891	0.237008
3.544200	-0.414007	0.236967
3.544300	-0.414122	0.236925
3.544400	-0.414237	0.236884
3.544500	-0.414352	0.236843
3.544600	-0.414467	0.236801
3.544700	-0.414582	0.236760
3.544800	-0.414697	0.236718
3.544900	-0.414812	0.236677
3.545000	-0.414927	0.236635
3.545100	-0.415042	0.236594
3.545200	-0.415157	0.236552
3.545300	-0.415272	0.236511
3.545400	-0.415387	0.236469
3.545500	-0.415502	0.236428
3.545600	-0.415617	0.236386
3.545700	-0.415732	0.236345
3.545800	-0.415846	0.236303
3.545900	-0.415961	0.236261
3.546000	-0.416076	0.236220
3.546100	-0.416191	0.236178
3.546200	-0.416306	0.236137
3.546300	-0.416420	0.236095
3.546400	-0.416535	0.236053
3.546500	-0.416650	0.236012
3.546600	-0.416764	0.235970
3.546700	-0.416879	0.235928
3.546800	-0.416994	0.235887
3.546900	-0.417108	0.235845
3.547000	-0.417223	0.235803
3.547100	-0.417338	0.235761
3.547200	-0.417452	0.235720
3.547300	-0.417567	0.235678
3.547400	-0.417681	0.235636
3.547500	-0.417796	0.235594
3.547600	-0.417910	0.235553
3.547700	-0.418025	0.235511
3.547800	-0.418139	0.235469
3.547900	-0.418254	0.235427
3.548000	-0.418368	0.235385
3.548100	-0.418482	0.235343
3.548200	-0.418597	0.235302
3.548300	-0.418711	0.235260
3.548400	-0.418825	0.235218
3.548500	-0.418940	0.235176
3.548600	-0.419054	0.235134
3.548700	-0.419168	0.235092
3.548800	-0.419282	0.235050
3.548900	-0.419397	0.235008
3.549000	-0.419511	0.234966
3.549100	-0.419625	0.234924
3.549200	-0.419739	0.234882
3.549300	-0.419853	0.234840
3.549400	-0.419967	0.234798
3.549500	-0.420082	0.234756
3.549600	-0.420196	0.234714
3.549700	-0.420310	0.234672
3.549800	-0.420424	0.234630
3.549900	-0.420538	0.234588
3.550000	-0.420652	0.234546
3.550100	-0.420766	0.234504
3.550200	-0.420880	0.234462
3.550300	-0.420994	0.234420
3.550400	-0.421108	0.234378
3.550500	-0.421221	0.234336
3.550600	-0.421335	0.234294
3.550700	-0.421449	0.234252
3.550800	-0.421563	0.234209
3.550900	-0.421677	0.234167
3.551000	-0.421791	0.234125
3.551100	-0.421904	0.234083
3.551200	-0.422018	0.234041
3.551300	-0.422132	0.233998
3.551400	-0.422246	0.233956
3.551500	-0.422359	0.233914
3.551600	-0.422473	0.233872
3.551700	-0.422587	0.233830
3.551800	-0.422700	0.233787
3.551900	-0.422814	0.233745
3.552000	-0.422928	0.233703
3.552100	-0.423041	0.233660
3.552200	-0.423155	0.233618
3.552300	-0.423268	0.233576
3.552400	-0.423382	0.233533
3.552500	-0.423495	0.233491
3.552600	-0.423609	0.233449
3.552700	-0.423722	0.233406
3.552800	-0.423836	0.233364
3.552900	-0.423949	0.233322
3.553000	-0.424063	0.233279
3.553100	-0.424176	0.233237
3.553200	-0.424289	0.233194
3.553300	-0.424403	0.233152
3.553400	-0.424516	0.233110
3.553500	-0.424629	0.233067
3.553600	-0.424742	0.233025
3.553700	-0.424856	0.232982
3.553800	-0.424969	0.232940
3.553900	-0.425082	0.232897
3.554000	-0.425195	0.232855
3.554100	-0.425309	0.232812
3.554200	-0.425422	0.232770
3.554300	-0.425535	0.232727
3.554400	-0.425648	0.232684
3.554500	-0.425761	0.232642
3.554600	-0.425874	0.232599
3.554700	-0.425987	0.232557
3.554800	-0.426100	0.232514
3.554900	-0.426213	0.232471
3.555000	-0.426326	0.232429
3.555100	-0.426439	0.232386
3.555200	-0.426552	0.232344
3.555300	-0.426665	0.232301
3.555400	-0.426778	0.232258
3.555500	-0.426891	0.232216
3.555600	-0.427004	0.232173
3.555700	-0.427117	0.232130
3.555800	-0.427229	0.232087
3.555900	-0.427342	0.232045
3.556000	-0.427455	0.232002
3.556100	-0.427568	0.231959
3.556200	-0.427681	0.231916
3.556300	-0.427793	0.231874
3.556400	-0.427906	0.231831
3.556500	-0.428019	0.231788
3.556600	-0.428131	0.231745
3.556700	-0.428244	0.231702
3.556800	-0.428357	0.231660
3.556900	-0.428469	0.231617
3.557000	-0.428582	0.231574
3.557100	-0.428694	0.231531
3.557200	-0.428807	0.231488
3.557300	-0.428919	0.231445
3.557400	-0.429032	0.231402
3.557500	-0.429144	0.231359
3.557600	-0.429257	0.231317
3.557700	-0.429369	0.231274
3.557800	-0.429482	0.231231
3.557900	-0.429594	0.231188
3.558000	-0.429707	0.231145
3.558100	-0.429819	0.231102
3.558200	-0.429931	0.231059
3.558300	-0.430044	0.231016
3.558400	-0.430156	0.230973
3.558500	-0.430268	0.230930
3.558600	-0.430380	0.230887
3.558700	-0.430493	0.230844
3.558800	-0.430605	0.230801
3.558900	-0.430717	0.230758
3.559000	-0.430829	0.230715
3.559100	-0.430941	0.230671
3.559200	-0.431053	0.230628
3.559300	-0.431166	0.230585
3.559400	-0.431278	0.230542
3.559500	-0.431390	0.230499
3.559600	-0.431502	0.230456
3.559700	-0.431614	0.230413
3.559800	-0.431726	0.230369
3.559900	-0.431838	0.230326
3.560000	-0.431950	0.230283
3.560100	-0.432062	0.230240
3.560200	-0.432174	0.230197
3.560300	-0.432286	0.230153
3.560400	-0.432397	0.230110
3.560500	-0.432509	0.230067
3.560600	-0.432621	0.230024
3.560700	-0.432733	0.229980
3.560800	-0.432845	0.229937
3.560900	-0.432957	0.229894
3.561000	-0.433068	0.229851
3.561100	-0.433180	0.229807
3.561200	-0.433292	0.229764
3.561300	-0.433404	0.229721
3.561400	-0.433515	0.229677
3.561500	-0.433627	0.229634
3.561600	-0.433738	0.229591
3.561700	-0.433850	0.229547
3.561800	-0.433962	0.229504
3.561900	-0.434073	0.229460
3.562000	-0.434185	0.229417
3.562100	-0.434296	0.229374
3.562200	-0.434408	0.229330
3.562300	-0.434519	0.229287
3.562400	-0.434631	0.229243
3.562500	-0.434742	0.229200
3.562600	-0.434854	0.229156
3.562700	-0.434965	0.229113
3.562800	-0.435077	0.229069
3.562900	-0.435188	0.229026
3.563000	-0.435299	0.228982
3.563100	-0.435411	0.228939
3.563200	-0.435522	0.228895
3.563300	-0.435633	0.228852
3.563400	-0.435744	0.228808
3.563500	-0.435856	0.228764
3.563600	-0.435967	0.228721
3.563700	-0.436078	0.228677
3.563800	-0.436189	0.228634
3.563900	-0.436300	0.228590
3.564000	-0.436412	0.228546
3.564100	-0.436523	0.228503
3.564200	-0.436634	0.228459
3.564300	-0.436745	0.228415
3.564400	-0.436856	0.228372
3.564500	-0.436967	0.228328
3.564600	-0.437078	0.228284
3.564700	-0.437189	0.228241
3.564800	-0.437300	0.228197
3.564900	-0.437411	0.228153
3.565000	-0.437522	0.228109
3.565100	-0.437633	0.228066
3.565200	-0.437744	0.228022
3.565300	-0.437854	0.227978
3.565400	-0.437965	0.227934
3.565500	-0.438076	0.227891
3.565600	-0.438187	0.227847
3.565700	-0.438298	0.227803
3.565800	-0.438409	0.227759
3.565900	-0.438519	0.227715
3.566000	-0.438630	0.227671
3.566100	-0.438741	0.227627
3.566200	-0.438851	0.227584
3.566300	-0.438962	0.227540
3.566400	-0.439073	0.227496
3.566500	-0.439183	0.227452
3.566600	-0.439294	0.227408
3.566700	-0.439404	0.227364
3.566800	-0.439515	0.227320
3.566900	-0.439626	0.227276
3.567000	-0.439736	0.227232
3.567100	-0.439847	0.227188
3.567200	-0.439957	0.227144
3.567300	-0.440067	0.227100
3.567400	-0.440178	0.227056
3.567500	-0.440288	0.227012
3.567600	-0.440399	0.226968
3.567700	-0.440509	0.226924
3.567800	-0.440619	0.226880
3.567900	-0.440730	0.226836
3.568000	-0.440840	0.226792
3.568100	-0.440950	0.226748
3.568200	-0.441061	0.226704
3.568300	-0.441171	0.226660
3.568400	-0.441281	0.226615
3.568500	-0.441391	0.226571
3.568600	-0.441501	0.226527
3.568700	-0.441611	0.226483
3.568800	-0.441722	0.226439
3.568900	-0.441832	0.226395
3.569000	-0.441942	0.226350
3.569100	-0.442052	0.226306
3.569200	-0.442162	0.226262
3.569300	-0.442272	0.226218
3.569400	-0.442382	0.226174
3.569500	-0.442492	0.226129
3.569600	-0.442602	0.226085
3.569700	-0.442712	0.226041
3.569800	-0.442822	0.225997
3.569900	-0.442932	0.225952
3.570000	-0.443042	0.225908
3.570100	-0.443151	0.225864
3.570200	-0.443261	0.225819
3.570300	-0.443371	0.225775
3.570400	-0.443481	0.225731
3.570500	-0.443591	0.225686
3.570600	-0.443700	0.225642
3.570700	-0.443810	0.225598
3.570800	-0.443920	0.225553
3.570900	-0.444030	0.225509
3.571000	-0.444139	0.225464
3.571100	-0.444249	0.225420
3.571200	-0.444358	0.225376
3.571300	-0.444468	0.225331
3.571400	-0.444578	0.225287
3.571500	-0.444687	0.225242
3.571600	-0.444797	0.225198
3.571700	-0.444906	0.225153
3.571800	-0.445016	0.225109
3.571900	-0.445125	0.225064
3.572000	-0.445235	0.225020
3.572100	-0.445344	0.224975
3.572200	-0.445454	0.224931
3.572300	-0.445563	0.224886
3.572400	-0.445672	0.224842
3.572500	-0.445782	0.224797
3.572600	-0.445891	0.224752
3.572700	-0.446000	0.224708
3.572800	-0.446110	0.224663
3.572900	-0.446219	0.224619
3.573000	-0.446328	0.224574
3.573100	-0.446437	0.224529
3.573200	-0.446546	0.224485
3.573300	-0.446656	0.224440
3.573400	-0.446765	0.224395
3.573500	-0.446874	0.224351
3.573600	-0.446983	0.224306
3.573700	-0.447092	0.224261
3.573800	-0.447201	0.224217
3.573900	-0.447310	0.224172
3.574000	-0.447419	0.224127
3.574100	-0.447528	0.224082
3.574200	-0.447637	0.224038
3.574300	-0.447746	0.223993
3.574400	-0.447855	0.223948
3.574500	-0.447964	0.223903
3.574600	-0.448073	0.223858
3.574700	-0.448182	0.223814
3.574800	-0.448291	0.223769
3.574900	-0.448400	0.223724
3.575000	-0.448508	0.223679
3.575100	-0.448617	0.223634
3.575200	-0.448726	0.223589
3.575300	-0.448835	0.223544
3.575400	-0.448943	0.223500
3.575500	-0.449052	0.223455
3.575600	-0.449161	0.223410
3.575700	-0.449269	0.223365
3.575800	-0.449378	0.223320
3.575900	-0.449487	0.223275
3.576000	-0.449595	0.223230
3.576100	-0.449704	0.223185
3.576200	-0.449812	0.223140
3.576300	-0.449921	0.223095
3.576400	-0.450029	0.223050
3.576500	-0.450138	0.223005
3.576600	-0.450246	0.222960
3.576700	-0.450355	0.222915
3.576800	-0.450463	0.222870
3.576900	-0.450572	0.222825
3.577000	-0.450680	0.222780
3.577100	-0.450788	0.222735
3.577200	-0.450897	0.222690
3.577300	-0.451005	0.222645
3.577400	-0.451113	0.222600
3.577500	-0.451222	0.222554
3.577600	-0.451330	0.222509
3.577700	-0.451438	0.222464
3.577800	-0.451546	0.222419
3.577900	-0.451655	0.222374
3.578000	-0.451763	0.222329
3.578100	-0.451871	0.222283
3.578200	-0.451979	0.222238
3.578300	-0.452087	0.222193
3.578400	-0.452195	0.222148
3.578500	-0.452303	0.222103
3.578600	-0.452411	0.222057
3.578700	-0.452519	0.222012
3.578800	-0.452627	0.221967
3.578900	-0.452735	0.221922
3.579000	-0.452843	0.221876
3.579100	-0.452951	0.221831
3.579200	-0.453059	0.221786
3.579300	-0.453167	0.221740
3.579400	-0.453275	0.221695
3.579500	-0.453383	0.221650
3.579600	-0.453490	0.221604
3.579700	-0.453598	0.221559
3.579800	-0.453706	0.221514
3.579900	-0.453814	0.221468
3.580000	-0.453922	0.221423
3.580100	-0.454029	0.221378
3.580200	-0.454137	0.221332
3.580300	-0.454245	0.221287
3.580400	-0.454352	0.221241
3.580500	-0.454460	0.221196
3.580600	-0.454567	0.221150
3.580700	-0.454675	0.221105
3.580800	-0.454783	0.221060
3.580900	-0.454890	0.221014
3.581000	-0.454998	0.220969
3.581100	-0.455105	0.220923
3.581200	-0.455213	0.220878
3.581300	-0.455320	0.220832
3.581400	-0.455428	0.220786
3.581500	-0.455535	0.220741
3.581600	-0.455642	0.220695
3.581700	-0.455750	0.220650
3.581800	-0.455857	0.220604
3.581900	-0.455964	0.220559
3.582000	-0.456072	0.220513
3.582100	-0.456179	0.220467
3.582200	-0.456286	0.220422
3.582300	-0.456393	0.220376
3.582400	-0.456501	0.220330
3.582500	-0.456608	0.220285
3.582600	-0.456715	0.220239
3.582700	-0.456822	0.220193
3.582800	-0.456929	0.220148
3.582900	-0.457036	0.220102
3.583000	-0.457143	0.220056
3.583100	-0.457250	0.220011
3.583200	-0.457358	0.219965
3.583300	-0.457465	0.219919
3.583400	-0.457572	0.219873
3.583500	-0.457678	0.219828
3.583600	-0.457785	0.219782
3.583700	-0.457892	0.219736
3.583800	-0.457999	0.219690
3.583900	-0.458106	0.219645
3.584000	-0.458213	0.219599
3.584100	-0.458320	0.219553
3.584200	-0.458427	0.219507
3.584300	-0.458533	0.219461
3.584400	-0.458640	0.219415
3.584500	-0.458747	0.219369
3.584600	-0.458854	0.219324
3.584700	-0.458960	0.219278
3.584800	-0.459067	0.219232
3.584900	-0.459174	0.219186
3.585000	-0.459280	0.219140
3.585100	-0.459387	0.219094
3.585200	-0.459494	0.219048
3.585300	-0.459600	0.219002
3.585400	-0.459707	0.218956
3.585500	-0.459813	0.218910
